id,sex,race_ethnicity
1837,female,hispanic
1838,male,white_non_hispanic
1839,male,white_non_hispanic
1840,male,white_non_hispanic
1841,male,black_non_hispanic
1842,male,black_non_hispanic
1843,male,white_non_hispanic
1844,female,hispanic
1845,female,hispanic
1846,male,hispanic
1847,male,white_non_hispanic
1848,female,white_non_hispanic
1849,female,white_non_hispanic
1850,female,hispanic
1851,female,white_non_hispanic
1852,male,white_non_hispanic
1853,female,white_non_hispanic
1854,female,other_non_hispanic
1855,male,white_non_hispanic
1856,female,white_non_hispanic
1857,male,hispanic
1858,male,hispanic
1859,male,hispanic
1860,female,white_non_hispanic
1861,female,white_non_hispanic
1862,female,white_non_hispanic
1863,female,white_non_hispanic
1864,male,white_non_hispanic
1865,female,white_non_hispanic
1866,female,white_non_hispanic
1867,female,white_non_hispanic
1868,female,white_non_hispanic
1869,female,black_non_hispanic
1870,female,hispanic
1871,male,black_non_hispanic
1872,female,white_non_hispanic
1873,female,white_non_hispanic
1874,female,hispanic
1875,female,white_non_hispanic
1876,male,white_non_hispanic
1877,male,other_non_hispanic
1878,female,white_non_hispanic
1879,male,white_non_hispanic
1880,female,white_non_hispanic
1881,male,black_non_hispanic
1882,male,white_non_hispanic
1883,male,white_non_hispanic
1884,male,white_non_hispanic
1885,male,white_non_hispanic
1886,female,white_non_hispanic
1887,female,white_non_hispanic
1888,male,white_non_hispanic
1889,male,white_non_hispanic
1890,male,white_non_hispanic
1891,female,white_non_hispanic
1892,male,black_non_hispanic
1893,female,white_non_hispanic
1894,male,white_non_hispanic
1895,female,white_non_hispanic
1896,male,white_non_hispanic
1897,male,white_non_hispanic
1898,female,white_non_hispanic
1899,male,white_non_hispanic
1900,female,black_non_hispanic
1901,male,white_non_hispanic
1902,male,white_non_hispanic
1903,female,hispanic
1904,male,white_non_hispanic
1905,female,white_non_hispanic
1906,female,white_non_hispanic
1907,female,white_non_hispanic
1908,female,white_non_hispanic
1909,male,white_non_hispanic
1910,female,white_non_hispanic
1911,male,white_non_hispanic
1912,male,white_non_hispanic
1913,female,white_non_hispanic
1914,male,other_non_hispanic
1915,female,white_non_hispanic
1916,female,hispanic
1917,female,white_non_hispanic
1918,male,hispanic
1919,female,white_non_hispanic
1920,male,white_non_hispanic
1921,male,white_non_hispanic
1922,male,white_non_hispanic
1923,female,hispanic
1924,male,hispanic
1925,female,white_non_hispanic
1926,female,white_non_hispanic
1927,male,hispanic
1928,male,white_non_hispanic
1929,male,white_non_hispanic
1930,female,hispanic
1931,female,hispanic
1932,female,hispanic
1933,male,white_non_hispanic
1934,female,white_non_hispanic
1935,male,white_non_hispanic
1936,female,white_non_hispanic
1937,female,white_non_hispanic
1938,female,white_non_hispanic
1939,female,white_non_hispanic
1940,male,black_non_hispanic
1941,female,white_non_hispanic
1942,male,black_non_hispanic
1943,male,white_non_hispanic
1944,female,black_non_hispanic
1945,male,white_non_hispanic
1946,female,white_non_hispanic
1947,female,white_non_hispanic
1948,male,other_non_hispanic
1949,male,hispanic
1950,male,white_non_hispanic
1951,female,other_non_hispanic
1952,male,hispanic
1953,female,hispanic
1954,male,hispanic
1955,female,white_non_hispanic
1956,male,hispanic
1957,female,white_non_hispanic
1958,male,black_non_hispanic
1959,male,hispanic
1960,female,white_non_hispanic
1961,male,white_non_hispanic
1962,female,white_non_hispanic
1963,male,white_non_hispanic
1964,male,hispanic
1965,male,black_non_hispanic
1966,female,hispanic
1967,male,white_non_hispanic
1968,female,white_non_hispanic
1969,female,hispanic
1970,male,hispanic
1971,female,white_non_hispanic
1972,male,white_non_hispanic
1973,male,white_non_hispanic
1974,female,hispanic
1975,male,hispanic
1976,female,white_non_hispanic
1977,female,hispanic
1978,female,other_non_hispanic
1979,male,white_non_hispanic
1980,female,other_non_hispanic
1981,female,hispanic
1982,male,white_non_hispanic
1983,female,hispanic
1984,male,hispanic
1985,male,hispanic
1986,female,black_non_hispanic
1987,male,white_non_hispanic
1988,male,white_non_hispanic
1989,female,white_non_hispanic
1990,male,white_non_hispanic
1991,female,other_non_hispanic
1992,male,white_non_hispanic
1993,male,white_non_hispanic
1994,male,white_non_hispanic
1995,male,white_non_hispanic
1996,female,black_non_hispanic
1997,male,white_non_hispanic
1998,male,white_non_hispanic
1999,male,black_non_hispanic
2000,female,white_non_hispanic
2001,male,white_non_hispanic
2002,female,black_non_hispanic
2003,male,white_non_hispanic
2004,female,white_non_hispanic
2005,male,white_non_hispanic
2006,female,white_non_hispanic
2007,female,black_non_hispanic
2008,female,white_non_hispanic
2009,female,hispanic
2010,female,hispanic
2011,male,hispanic
2012,male,white_non_hispanic
2013,male,white_non_hispanic
2014,female,white_non_hispanic
2015,male,white_non_hispanic
2016,female,white_non_hispanic
2017,female,other_non_hispanic
2018,female,black_non_hispanic
2019,male,white_non_hispanic
2020,male,white_non_hispanic
2021,female,white_non_hispanic
2022,male,white_non_hispanic
2023,male,white_non_hispanic
2024,male,white_non_hispanic
2025,female,white_non_hispanic
2026,male,white_non_hispanic
2027,female,white_non_hispanic
2028,female,white_non_hispanic
2029,female,black_non_hispanic
2030,female,white_non_hispanic
2031,female,black_non_hispanic
2032,male,black_non_hispanic
2033,female,black_non_hispanic
2034,female,white_non_hispanic
2035,male,hispanic
2036,female,white_non_hispanic
2037,female,white_non_hispanic
2038,male,other_non_hispanic
2039,female,black_non_hispanic
2040,male,white_non_hispanic
2041,female,black_non_hispanic
2042,male,white_non_hispanic
2043,male,hispanic
2044,female,white_non_hispanic
2045,male,white_non_hispanic
2046,female,white_non_hispanic
2047,male,white_non_hispanic
2048,female,white_non_hispanic
2049,male,white_non_hispanic
2050,male,hispanic
2051,female,white_non_hispanic
2052,female,white_non_hispanic
2053,male,white_non_hispanic
2054,male,hispanic
2055,female,white_non_hispanic
2056,female,white_non_hispanic
2057,male,other_non_hispanic
2058,male,other_non_hispanic
2059,female,hispanic
2060,male,white_non_hispanic
2061,male,white_non_hispanic
2062,female,black_non_hispanic
2063,female,white_non_hispanic
2064,male,white_non_hispanic
2065,female,hispanic
2066,male,white_non_hispanic
2067,male,other_non_hispanic
2068,female,other_non_hispanic
2069,female,white_non_hispanic
2070,male,white_non_hispanic
2071,female,white_non_hispanic
2072,male,other_non_hispanic
2073,female,black_non_hispanic
2074,female,hispanic
2075,female,white_non_hispanic
2076,male,white_non_hispanic
2077,female,black_non_hispanic
2078,male,white_non_hispanic
2079,female,other_non_hispanic
2080,female,white_non_hispanic
2081,male,hispanic
2082,female,white_non_hispanic
2083,female,white_non_hispanic
2084,female,white_non_hispanic
2085,female,white_non_hispanic
2086,male,white_non_hispanic
2087,female,hispanic
2088,male,white_non_hispanic
2089,male,white_non_hispanic
2090,female,white_non_hispanic
2091,female,white_non_hispanic
2092,male,white_non_hispanic
2093,male,hispanic
2094,female,white_non_hispanic
2095,male,white_non_hispanic
2096,female,white_non_hispanic
2097,male,hispanic
2098,female,white_non_hispanic
2099,male,white_non_hispanic
2100,female,white_non_hispanic
2101,male,black_non_hispanic
2102,male,white_non_hispanic
2103,female,white_non_hispanic
2104,male,hispanic
2105,male,white_non_hispanic
2106,female,other_non_hispanic
2107,female,hispanic
2108,male,hispanic
2109,female,hispanic
2110,female,white_non_hispanic
2111,female,white_non_hispanic
2112,male,white_non_hispanic
2113,male,white_non_hispanic
2114,female,white_non_hispanic
2115,female,white_non_hispanic
2116,male,white_non_hispanic
2117,male,other_non_hispanic
2118,male,white_non_hispanic
2119,male,hispanic
2120,female,hispanic
2121,female,hispanic
2122,female,white_non_hispanic
2123,female,black_non_hispanic
2124,female,white_non_hispanic
2125,female,white_non_hispanic
2126,female,white_non_hispanic
2127,male,other_non_hispanic
2128,male,white_non_hispanic
2129,male,white_non_hispanic
2130,female,hispanic
2131,female,white_non_hispanic
2132,male,white_non_hispanic
2133,female,white_non_hispanic
2134,female,other_non_hispanic
2135,female,white_non_hispanic
2136,female,white_non_hispanic
2137,female,hispanic
2138,female,hispanic
2139,male,white_non_hispanic
2140,female,other_non_hispanic
2141,female,black_non_hispanic
2142,female,black_non_hispanic
2143,female,white_non_hispanic
2144,male,hispanic
2145,female,black_non_hispanic
2146,male,white_non_hispanic
2147,male,white_non_hispanic
2148,male,black_non_hispanic
2149,female,white_non_hispanic
2150,female,other_non_hispanic
2151,male,white_non_hispanic
2152,male,black_non_hispanic
2153,male,white_non_hispanic
2154,female,other_non_hispanic
2155,female,white_non_hispanic
2156,female,white_non_hispanic
2157,female,black_non_hispanic
2158,female,hispanic
2159,male,white_non_hispanic
2160,female,white_non_hispanic
2161,female,white_non_hispanic
2162,female,white_non_hispanic
2163,male,hispanic
2164,male,black_non_hispanic
2165,male,white_non_hispanic
2166,male,hispanic
2167,male,white_non_hispanic
2168,male,other_non_hispanic
2169,male,black_non_hispanic
2170,male,white_non_hispanic
2171,female,white_non_hispanic
2172,female,hispanic
2173,female,white_non_hispanic
2174,male,white_non_hispanic
2175,male,black_non_hispanic
2176,female,hispanic
2177,male,black_non_hispanic
2178,female,black_non_hispanic
2179,male,hispanic
2180,male,white_non_hispanic
2181,male,white_non_hispanic
2182,male,white_non_hispanic
2183,female,other_non_hispanic
2184,female,black_non_hispanic
2185,male,white_non_hispanic
2186,male,white_non_hispanic
2187,male,hispanic
2188,male,white_non_hispanic
2189,male,other_non_hispanic
2190,male,white_non_hispanic
2191,female,white_non_hispanic
2192,male,white_non_hispanic
2193,female,white_non_hispanic
2194,female,white_non_hispanic
2195,male,white_non_hispanic
2196,female,white_non_hispanic
2197,female,white_non_hispanic
2198,female,black_non_hispanic
2199,female,black_non_hispanic
2200,male,white_non_hispanic
2201,female,hispanic
2202,male,black_non_hispanic
2203,female,hispanic
2204,female,white_non_hispanic
2205,male,white_non_hispanic
2206,female,hispanic
2207,male,white_non_hispanic
2208,male,white_non_hispanic
2209,female,white_non_hispanic
2210,female,white_non_hispanic
2211,female,other_non_hispanic
2212,female,white_non_hispanic
2213,male,hispanic
2214,female,white_non_hispanic
2215,male,white_non_hispanic
2216,male,other_non_hispanic
2217,male,white_non_hispanic
2218,male,hispanic
2219,male,other_non_hispanic
2220,male,white_non_hispanic
2221,female,white_non_hispanic
2222,male,white_non_hispanic
2223,male,white_non_hispanic
2224,male,black_non_hispanic
2225,male,white_non_hispanic
2226,male,black_non_hispanic
2227,female,black_non_hispanic
2228,male,other_non_hispanic
2229,female,white_non_hispanic
2230,male,white_non_hispanic
2231,female,white_non_hispanic
2232,male,white_non_hispanic
2233,male,white_non_hispanic
2234,male,white_non_hispanic
2235,male,white_non_hispanic
2236,male,white_non_hispanic
2237,male,hispanic
2238,female,hispanic
2239,male,white_non_hispanic
2240,female,black_non_hispanic
2241,female,white_non_hispanic
2242,male,black_non_hispanic
2243,male,black_non_hispanic
2244,female,white_non_hispanic
2245,male,white_non_hispanic
2246,male,black_non_hispanic
2247,female,white_non_hispanic
2248,male,black_non_hispanic
2249,male,white_non_hispanic
2250,female,hispanic
2251,male,black_non_hispanic
2252,female,white_non_hispanic
2253,male,black_non_hispanic
2254,male,hispanic
2255,male,white_non_hispanic
2256,male,white_non_hispanic
2257,female,white_non_hispanic
2258,male,hispanic
2259,male,black_non_hispanic
2260,female,hispanic
2261,female,white_non_hispanic
2262,male,white_non_hispanic
2263,male,white_non_hispanic
2264,male,white_non_hispanic
2265,male,white_non_hispanic
2266,male,white_non_hispanic
2267,female,white_non_hispanic
2268,male,hispanic
2269,female,white_non_hispanic
2270,female,hispanic
2271,male,other_non_hispanic
2272,female,white_non_hispanic
2273,female,white_non_hispanic
2274,female,white_non_hispanic
2275,male,white_non_hispanic
2276,male,hispanic
2277,female,white_non_hispanic
2278,female,white_non_hispanic
2279,male,black_non_hispanic
2280,female,white_non_hispanic
2281,female,white_non_hispanic
2282,female,black_non_hispanic
2283,male,black_non_hispanic
2284,male,white_non_hispanic
2285,female,black_non_hispanic
2286,male,hispanic
2287,male,white_non_hispanic
2288,female,white_non_hispanic
2289,female,white_non_hispanic
2290,female,black_non_hispanic
2291,male,black_non_hispanic
2292,female,hispanic
2293,male,white_non_hispanic
2294,female,white_non_hispanic
2295,female,white_non_hispanic
2296,female,white_non_hispanic
2297,male,white_non_hispanic
2298,male,white_non_hispanic
2299,female,white_non_hispanic
2300,female,white_non_hispanic
2301,female,white_non_hispanic
2302,male,white_non_hispanic
2303,female,hispanic
2304,male,white_non_hispanic
2305,male,white_non_hispanic
2306,female,white_non_hispanic
2307,female,white_non_hispanic
2308,male,white_non_hispanic
2309,male,white_non_hispanic
2310,female,black_non_hispanic
2311,female,white_non_hispanic
2312,female,white_non_hispanic
2313,male,white_non_hispanic
2314,female,hispanic
2315,female,hispanic
2316,female,black_non_hispanic
2317,male,other_non_hispanic
2318,female,black_non_hispanic
2319,female,black_non_hispanic
2320,male,black_non_hispanic
2321,male,white_non_hispanic
2322,male,hispanic
2323,female,white_non_hispanic
2324,male,white_non_hispanic
2325,female,hispanic
2326,female,white_non_hispanic
2327,female,white_non_hispanic
2328,male,white_non_hispanic
2329,male,white_non_hispanic
2330,female,black_non_hispanic
2331,female,white_non_hispanic
2332,male,white_non_hispanic
2333,male,white_non_hispanic
2334,male,white_non_hispanic
2335,male,white_non_hispanic
2336,male,hispanic
2337,female,other_non_hispanic
2338,male,hispanic
2339,female,white_non_hispanic
2340,female,white_non_hispanic
2341,female,white_non_hispanic
2342,female,white_non_hispanic
2343,male,white_non_hispanic
2344,female,black_non_hispanic
2345,male,white_non_hispanic
2346,female,white_non_hispanic
2347,male,black_non_hispanic
2348,male,black_non_hispanic
2349,male,white_non_hispanic
2350,male,white_non_hispanic
2351,male,white_non_hispanic
2352,male,white_non_hispanic
2353,female,white_non_hispanic
2354,female,hispanic
2355,female,other_non_hispanic
2356,male,white_non_hispanic
2357,male,black_non_hispanic
2358,female,white_non_hispanic
2359,female,white_non_hispanic
2360,male,black_non_hispanic
2361,male,white_non_hispanic
2362,male,white_non_hispanic
2363,female,white_non_hispanic
2364,male,hispanic
2365,male,black_non_hispanic
2366,male,black_non_hispanic
2367,female,white_non_hispanic
2368,female,other_non_hispanic
2369,female,black_non_hispanic
2370,male,white_non_hispanic
2371,female,white_non_hispanic
2372,male,white_non_hispanic
2373,male,hispanic
2374,male,hispanic
2375,male,black_non_hispanic
2376,female,hispanic
2377,female,white_non_hispanic
2378,male,white_non_hispanic
2379,female,black_non_hispanic
2380,male,other_non_hispanic
2381,male,black_non_hispanic
2382,female,black_non_hispanic
2383,female,hispanic
2384,female,white_non_hispanic
2385,female,black_non_hispanic
2386,male,black_non_hispanic
2387,female,white_non_hispanic
2388,female,white_non_hispanic
2389,male,white_non_hispanic
2390,female,white_non_hispanic
2391,female,white_non_hispanic
2392,female,white_non_hispanic
2393,female,white_non_hispanic
2394,male,black_non_hispanic
2395,female,hispanic
2396,female,white_non_hispanic
2397,male,hispanic
2398,male,black_non_hispanic
2399,male,white_non_hispanic
2400,female,white_non_hispanic
2401,male,white_non_hispanic
2402,male,white_non_hispanic
2403,male,white_non_hispanic
2404,female,white_non_hispanic
2405,female,white_non_hispanic
2406,female,white_non_hispanic
2407,male,white_non_hispanic
2408,female,hispanic
2409,male,black_non_hispanic
2410,male,white_non_hispanic
2411,male,hispanic
2412,female,black_non_hispanic
2413,female,other_non_hispanic
2414,female,white_non_hispanic
2415,female,white_non_hispanic
2416,male,white_non_hispanic
2417,female,white_non_hispanic
2418,female,other_non_hispanic
2419,female,white_non_hispanic
2420,female,black_non_hispanic
2421,female,white_non_hispanic
2422,female,other_non_hispanic
2423,female,white_non_hispanic
2424,female,white_non_hispanic
2425,male,black_non_hispanic
2426,male,white_non_hispanic
2427,male,black_non_hispanic
2428,male,white_non_hispanic
2429,male,white_non_hispanic
2430,female,hispanic
2431,female,hispanic
2432,female,white_non_hispanic
2433,male,black_non_hispanic
2434,female,white_non_hispanic
2435,male,white_non_hispanic
2436,male,hispanic
2437,female,white_non_hispanic
2438,female,hispanic
2439,female,black_non_hispanic
2440,male,white_non_hispanic
2441,female,white_non_hispanic
2442,female,white_non_hispanic
2443,male,white_non_hispanic
2444,male,white_non_hispanic
2445,female,white_non_hispanic
2446,female,hispanic
2447,female,other_non_hispanic
2448,male,white_non_hispanic
2449,female,white_non_hispanic
2450,female,white_non_hispanic
2451,male,black_non_hispanic
2452,female,hispanic
2453,female,white_non_hispanic
2454,male,black_non_hispanic
2455,male,white_non_hispanic
2456,male,white_non_hispanic
2457,female,white_non_hispanic
2458,male,white_non_hispanic
2459,male,hispanic
2460,female,white_non_hispanic
2461,female,hispanic
2462,female,white_non_hispanic
2463,female,white_non_hispanic
2464,male,hispanic
2465,male,hispanic
2466,female,hispanic
2467,female,white_non_hispanic
2468,female,white_non_hispanic
2469,female,white_non_hispanic
2470,female,white_non_hispanic
2471,female,other_non_hispanic
2472,male,white_non_hispanic
2473,male,white_non_hispanic
2474,male,white_non_hispanic
2475,male,white_non_hispanic
2476,male,white_non_hispanic
2477,female,white_non_hispanic
2478,female,white_non_hispanic
2479,male,white_non_hispanic
2480,male,black_non_hispanic
2481,female,white_non_hispanic
2482,male,black_non_hispanic
2483,female,white_non_hispanic
2484,female,white_non_hispanic
2485,male,other_non_hispanic
2486,female,white_non_hispanic
2487,male,white_non_hispanic
2488,female,white_non_hispanic
2489,male,white_non_hispanic
2490,male,hispanic
2491,female,white_non_hispanic
2492,male,white_non_hispanic
2493,male,white_non_hispanic
2494,female,hispanic
2495,female,white_non_hispanic
2496,male,white_non_hispanic
2497,female,white_non_hispanic
2498,female,white_non_hispanic
2499,female,black_non_hispanic
2500,female,white_non_hispanic
2501,male,hispanic
2502,male,white_non_hispanic
2503,female,white_non_hispanic
2504,male,white_non_hispanic
2505,male,white_non_hispanic
2506,female,white_non_hispanic
2507,male,hispanic
2508,male,black_non_hispanic
2509,female,white_non_hispanic
2510,male,black_non_hispanic
2511,female,hispanic
2512,female,black_non_hispanic
2513,female,white_non_hispanic
2514,female,hispanic
2515,female,black_non_hispanic
2516,female,white_non_hispanic
2517,male,white_non_hispanic
2518,female,white_non_hispanic
2519,female,hispanic
2520,male,hispanic
2521,female,white_non_hispanic
2522,female,white_non_hispanic
2523,female,white_non_hispanic
2524,male,hispanic
2525,female,black_non_hispanic
2526,male,white_non_hispanic
2527,male,other_non_hispanic
2528,male,white_non_hispanic
2529,female,white_non_hispanic
2530,female,white_non_hispanic
2531,male,hispanic
2532,male,white_non_hispanic
2533,male,white_non_hispanic
2534,female,white_non_hispanic
2535,male,other_non_hispanic
2536,female,hispanic
2537,female,white_non_hispanic
2538,male,white_non_hispanic
2539,male,black_non_hispanic
2540,female,other_non_hispanic
2541,female,hispanic
2542,male,white_non_hispanic
2543,female,white_non_hispanic
2544,male,white_non_hispanic
2545,female,white_non_hispanic
2546,female,white_non_hispanic
2547,female,white_non_hispanic
2548,male,white_non_hispanic
2549,female,hispanic
2550,female,other_non_hispanic
2551,female,black_non_hispanic
2552,female,white_non_hispanic
2553,female,hispanic
2554,female,white_non_hispanic
2555,female,white_non_hispanic
2556,male,white_non_hispanic
2557,female,hispanic
2558,female,white_non_hispanic
2559,female,white_non_hispanic
2560,male,hispanic
2561,male,white_non_hispanic
2562,male,hispanic
2563,male,hispanic
2564,male,white_non_hispanic
2565,female,white_non_hispanic
2566,male,white_non_hispanic
2567,female,white_non_hispanic
2568,male,other_non_hispanic
2569,male,black_non_hispanic
2570,male,white_non_hispanic
2571,female,white_non_hispanic
2572,female,white_non_hispanic
2573,female,black_non_hispanic
2574,male,white_non_hispanic
2575,male,white_non_hispanic
2576,male,white_non_hispanic
2577,female,white_non_hispanic
2578,female,other_non_hispanic
2579,male,white_non_hispanic
2580,male,white_non_hispanic
2581,male,white_non_hispanic
2582,male,white_non_hispanic
2583,male,white_non_hispanic
2584,female,other_non_hispanic
2585,female,white_non_hispanic
2586,male,white_non_hispanic
2587,female,hispanic
2588,male,white_non_hispanic
2589,female,hispanic
2590,male,other_non_hispanic
2591,female,white_non_hispanic
2592,male,hispanic
2593,female,hispanic
2594,male,hispanic
2595,female,other_non_hispanic
2596,male,other_non_hispanic
2597,male,white_non_hispanic
2598,female,white_non_hispanic
2599,male,black_non_hispanic
2600,female,black_non_hispanic
2601,male,white_non_hispanic
2602,male,white_non_hispanic
2603,female,hispanic
2604,male,white_non_hispanic
2605,male,white_non_hispanic
2606,female,white_non_hispanic
2607,female,white_non_hispanic
2608,male,other_non_hispanic
2609,male,white_non_hispanic
2610,male,hispanic
2611,female,white_non_hispanic
2612,female,white_non_hispanic
2613,female,black_non_hispanic
2614,male,white_non_hispanic
2615,male,white_non_hispanic
2616,female,black_non_hispanic
2617,male,white_non_hispanic
2618,male,white_non_hispanic
2619,female,black_non_hispanic
2620,female,white_non_hispanic
2621,male,white_non_hispanic
2622,female,hispanic
2623,female,white_non_hispanic
2624,female,other_non_hispanic
2625,female,hispanic
2626,female,hispanic
2627,female,white_non_hispanic
2628,female,white_non_hispanic
2629,male,white_non_hispanic
2630,female,hispanic
2631,female,white_non_hispanic
2632,female,white_non_hispanic
2633,male,hispanic
2634,male,hispanic
2635,female,white_non_hispanic
2636,female,hispanic
2637,male,white_non_hispanic
2638,male,white_non_hispanic
2639,male,white_non_hispanic
2640,male,white_non_hispanic
2641,male,hispanic
2642,male,hispanic
2643,male,hispanic
2644,male,white_non_hispanic
2645,male,hispanic
2646,female,white_non_hispanic
2647,male,white_non_hispanic
2648,female,white_non_hispanic
2649,female,white_non_hispanic
2650,female,white_non_hispanic
2651,female,white_non_hispanic
2652,male,white_non_hispanic
2653,male,white_non_hispanic
2654,female,black_non_hispanic
2655,female,other_non_hispanic
2656,female,white_non_hispanic
2657,female,other_non_hispanic
2658,female,white_non_hispanic
2659,male,hispanic
2660,male,white_non_hispanic
2661,male,white_non_hispanic
2662,male,white_non_hispanic
2663,female,white_non_hispanic
2664,female,hispanic
2665,female,hispanic
2666,male,white_non_hispanic
2667,male,white_non_hispanic
2668,female,white_non_hispanic
2669,male,white_non_hispanic
2670,female,white_non_hispanic
2671,female,black_non_hispanic
2672,female,other_non_hispanic
2673,male,hispanic
2674,female,hispanic
2675,female,white_non_hispanic
2676,male,white_non_hispanic
2677,male,white_non_hispanic
2678,female,white_non_hispanic
2679,female,other_non_hispanic
2680,female,white_non_hispanic
2681,male,white_non_hispanic
2682,female,hispanic
2683,female,black_non_hispanic
2684,female,white_non_hispanic
2685,male,white_non_hispanic
2686,female,white_non_hispanic
2687,female,other_non_hispanic
2688,male,white_non_hispanic
2689,female,hispanic
2690,male,other_non_hispanic
2691,male,other_non_hispanic
2692,male,hispanic
2693,male,white_non_hispanic
2694,male,hispanic
2695,female,white_non_hispanic
2696,female,black_non_hispanic
2697,female,white_non_hispanic
2698,male,white_non_hispanic
2699,female,white_non_hispanic
2700,female,white_non_hispanic
2701,male,other_non_hispanic
2702,male,black_non_hispanic
2703,female,black_non_hispanic
2704,female,black_non_hispanic
2705,female,black_non_hispanic
2706,male,white_non_hispanic
2707,male,hispanic
2708,male,black_non_hispanic
2709,female,white_non_hispanic
2710,female,white_non_hispanic
2711,male,hispanic
2712,male,white_non_hispanic
2713,female,black_non_hispanic
2714,male,white_non_hispanic
2715,female,white_non_hispanic
2716,female,other_non_hispanic
2717,female,white_non_hispanic
2718,male,white_non_hispanic
2719,female,black_non_hispanic
2720,female,white_non_hispanic
2721,male,hispanic
2722,male,hispanic
2723,male,other_non_hispanic
2724,male,white_non_hispanic
2725,female,white_non_hispanic
2726,female,white_non_hispanic
2727,female,white_non_hispanic
2728,male,white_non_hispanic
2729,female,white_non_hispanic
2730,male,white_non_hispanic
2731,female,white_non_hispanic
2732,female,white_non_hispanic
2733,female,black_non_hispanic
2734,male,white_non_hispanic
2735,male,white_non_hispanic
2736,male,hispanic
2737,male,other_non_hispanic
2738,male,hispanic
2739,male,black_non_hispanic
2740,male,other_non_hispanic
2741,female,white_non_hispanic
2742,male,hispanic
2743,female,other_non_hispanic
2744,male,hispanic
2745,male,white_non_hispanic
2746,female,white_non_hispanic
2747,male,white_non_hispanic
2748,female,white_non_hispanic
2749,male,white_non_hispanic
2750,male,white_non_hispanic
2751,female,white_non_hispanic
2752,female,hispanic
2753,female,white_non_hispanic
2754,male,white_non_hispanic
2755,female,hispanic
2756,male,white_non_hispanic
2757,male,white_non_hispanic
2758,male,white_non_hispanic
2759,female,white_non_hispanic
2760,male,white_non_hispanic
2761,female,white_non_hispanic
2762,male,white_non_hispanic
2763,female,white_non_hispanic
2764,male,white_non_hispanic
2765,female,white_non_hispanic
2766,male,black_non_hispanic
2767,male,hispanic
2768,female,hispanic
2769,male,white_non_hispanic
2770,male,white_non_hispanic
2771,female,white_non_hispanic
2772,male,black_non_hispanic
2773,female,white_non_hispanic
2774,female,white_non_hispanic
2775,female,white_non_hispanic
2776,male,hispanic
2777,male,white_non_hispanic
2778,male,white_non_hispanic
2779,female,black_non_hispanic
2780,female,black_non_hispanic
2781,male,hispanic
2782,male,black_non_hispanic
2783,female,white_non_hispanic
2784,male,hispanic
2785,female,other_non_hispanic
2786,female,black_non_hispanic
2787,female,white_non_hispanic
2788,male,white_non_hispanic
2789,male,hispanic
2790,female,white_non_hispanic
2791,female,hispanic
2792,female,white_non_hispanic
2793,male,white_non_hispanic
2794,male,black_non_hispanic
2795,male,white_non_hispanic
2796,male,black_non_hispanic
2797,female,white_non_hispanic
2798,female,white_non_hispanic
2799,female,white_non_hispanic
2800,male,white_non_hispanic
2801,male,white_non_hispanic
2802,female,other_non_hispanic
2803,male,other_non_hispanic
2804,male,white_non_hispanic
2805,male,hispanic
2806,male,white_non_hispanic
2807,male,white_non_hispanic
2808,female,white_non_hispanic
2809,female,white_non_hispanic
2810,male,white_non_hispanic
2811,male,white_non_hispanic
2812,female,white_non_hispanic
2813,female,hispanic
2814,male,white_non_hispanic
2815,female,white_non_hispanic
2816,male,black_non_hispanic
2817,female,other_non_hispanic
2818,male,white_non_hispanic
2819,female,white_non_hispanic
2820,female,white_non_hispanic
2821,female,white_non_hispanic
2822,female,black_non_hispanic
2823,female,black_non_hispanic
2824,female,hispanic
2825,male,white_non_hispanic
2826,female,white_non_hispanic
2827,female,other_non_hispanic
2828,male,white_non_hispanic
2829,male,white_non_hispanic
2830,male,hispanic
2831,male,hispanic
2832,male,other_non_hispanic
2833,female,hispanic
2834,female,white_non_hispanic
2835,female,hispanic
2836,female,hispanic
2837,male,white_non_hispanic
2838,female,white_non_hispanic
2839,female,white_non_hispanic
2840,male,black_non_hispanic
2841,female,white_non_hispanic
2842,male,hispanic
2843,male,white_non_hispanic
2844,female,white_non_hispanic
2845,male,black_non_hispanic
2846,male,hispanic
2847,female,white_non_hispanic
2848,female,white_non_hispanic
2849,male,white_non_hispanic
2850,male,black_non_hispanic
2851,male,white_non_hispanic
2852,male,hispanic
2853,female,white_non_hispanic
2854,female,white_non_hispanic
2855,female,white_non_hispanic
2856,female,white_non_hispanic
2857,male,white_non_hispanic
2858,female,white_non_hispanic
2859,male,black_non_hispanic
2860,male,black_non_hispanic
2861,male,hispanic
2862,male,hispanic
2863,male,white_non_hispanic
2864,male,white_non_hispanic
2865,female,hispanic
2866,female,white_non_hispanic
2867,male,white_non_hispanic
2868,male,hispanic
2869,male,other_non_hispanic
2870,male,white_non_hispanic
2871,female,hispanic
2872,female,white_non_hispanic
2873,female,white_non_hispanic
2874,female,white_non_hispanic
2875,female,white_non_hispanic
2876,male,white_non_hispanic
2877,female,other_non_hispanic
2878,female,hispanic
2879,female,white_non_hispanic
2880,male,white_non_hispanic
2881,male,white_non_hispanic
2882,female,white_non_hispanic
2883,male,white_non_hispanic
2884,female,hispanic
2885,female,black_non_hispanic
2886,female,white_non_hispanic
2887,male,hispanic
2888,female,white_non_hispanic
2889,male,black_non_hispanic
2890,female,white_non_hispanic
